no,chapter,speaker,firstlistener,addressees,content,time,place
1,1,Father,Nick,['Nick'],"Whenever you feel like criticizing anyone,",past,Nick
2,1,Father,Nick,['Nick'],just remember that all the people in this world haven’t had the advantages that you’ve had.,past,Nick
3,1,AuntsandUncles,Nick,['Nick'],"Why—ye-es,",past,Nick
4,1,man,Nick,['Nick'],How do you get to West Egg village?,present,road
5,1,Tom,Nick,['Nick'],"Now, don’t think my opinion on these matters is final,",present,road
6,1,Tom,Nick,['Nick'],just because I’m stronger and more of a man than you are.,present,road
7,1,Tom,Nick,['Nick'],"I’ve got a nice place here,",present,thouse
8,1,Tom,Nick,['Nick'],"It belonged to Demaine, the oil man.",present,thouse
9,1,Tom,Nick,['Nick'],We’ll go inside.,present,thouse
10,1,Daisy,Nick,['Nick'],I’m p-paralysed with happiness.,present,thouse
11,1,Daisy,Nick,['Nick'],Do they miss me?,present,thouse
12,1,Nick,Daisy,['Daisy'],"The whole town is desolate. All the cars have the left rear wheel painted black as a mourning wreath, and there’s a persistent wail all night along the north shore.",present,thouse
13,1,Daisy,Tom,"['Nick', 'Tom']","How gorgeous! Let’s go back, Tom. Tomorrow!",present,thouse
14,1,Daisy,Nick,"['Nick', 'Tom']",You ought to see the baby.,present,thouse
15,1,Nick,Daisy,"['Daisy', 'Tom']",I’d like to.,present,thouse
16,1,Daisy,Nick,"['Nick', 'Tom']",She’s asleep. She’s three years old. Haven’t you ever seen her?,present,thouse
17,1,Nick,Daisy,"['Daisy', 'Tom']",Never.,present,thouse
18,1,Daisy,Nick,"['Nick', 'Tom']","Well, you ought to see her. She’s—",present,thouse
19,1,Tom,Nick,['Nick'],"What you doing, Nick?",present,thouse
20,1,Nick,Tom,['Tom'],I’m a bond man.,present,thouse
21,1,Tom,Nick,['Nick'],Who with?,present,thouse
22,1,Tom,Nick,['Nick'],"Never heard of them,",present,thouse
23,1,Nick,Tom,['Tom'],"You will,",present,thouse
24,1,Nick,Tom,['Tom'],You will if you stay in the East.,present,thouse
25,1,Tom,Nick,['Nick'],"Oh, I’ll stay in the East, don’t you worry,",present,thouse
26,1,Tom,Nick,['Nick'],I’d be a God damned fool to live anywhere else.,present,thouse
27,1,Jordan,Tom,"['Tom', 'Nick', 'Daisy']",Absolutely!,present,thouse
28,1,Jordan,Tom,"['Tom', 'Nick', 'Daisy']","I’m stiff,",present,thouse
29,1,Jordan,Tom,"['Tom', 'Nick', 'Daisy']",I’ve been lying on that sofa for as long as I can remember.,present,thouse
30,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']","Don’t look at me,",present,thouse
31,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",I’ve been trying to get you to New York all afternoon.,present,thouse
32,1,Jordan,Tom,"['Tom', 'Nick', 'Daisy']","No, thanks,",present,thouse
33,1,Jordan,Tom,"['Tom', 'Nick', 'Daisy']",I’m absolutely in training.,present,thouse
34,1,Tom,Jordan,"['Jordan', 'Daisy', 'Nick']",You are!,present,thouse
35,1,Tom,Jordan,"['Jordan', 'Daisy', 'Nick']",How you ever get anything done is beyond me.,present,thouse
36,1,Jordan,Nick,"['Tom', 'Nick', 'Daisy']","You live in West Egg,",present,thouse
37,1,Jordan,Nick,"['Tom', 'Nick', 'Daisy']",I know somebody there.,present,thouse
38,1,Nick,Jordan,"['Tom', 'Jordan', 'Daisy']",I don’t know a single—,present,thouse
39,1,Jordan,Nick,"['Tom', 'Nick', 'Daisy']",You must know Gatsby.,present,thouse
40,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",Gatsby?,present,thouse
41,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",What Gatsby?,present,thouse
42,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",Why candles?,present,thouse
43,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",In two weeks it’ll be the longest day in the year.,present,thouse
44,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",Do you always watch for the longest day of the year and then miss it? I always watch for the longest day in the year and then miss it.,present,thouse
45,1,Jordan,Daisy,"['Tom', 'Nick', 'Daisy']","We ought to plan something,",present,thouse
46,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']","All right,",present,thouse
47,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",What’ll we plan?,present,thouse
48,1,Daisy,Nick,"['Jordan', 'Tom', 'Nick']",What do people plan?,present,thouse
49,1,Daisy,Tom,"['Jordan', 'Tom', 'Nick']",Look!,present,thouse
50,1,Daisy,Tom,"['Jordan', 'Tom', 'Nick']",I hurt it.,present,thouse
51,1,Daisy,Tom,"['Jordan', 'Tom', 'Nick']","You did it, Tom,",present,thouse
52,1,Daisy,Tom,"['Jordan', 'Tom', 'Nick']","I know you didn’t mean to, but you did do it. That’s what I get for marrying a brute of a man, a great, big, hulking physical specimen of a—",present,thouse
53,1,Tom,Daisy,"['Jordan', 'Daisy', 'Nick']","I hate that word ‘hulking,’",present,thouse
54,1,Tom,Daisy,"['Jordan', 'Daisy', 'Nick']",even in kidding.,present,thouse
55,1,Daisy,Tom,"['Jordan', 'Tom', 'Nick']","Hulking,",present,thouse
56,1,Nick,Daisy,"['Tom', 'Jordan', 'Daisy']","You make me feel uncivilized, Daisy,",present,thouse
57,1,Nick,Daisy,"['Tom', 'Jordan', 'Daisy']",Can’t you talk about crops or something?,present,thouse
58,1,Tom,Nick,"['Jordan', 'Daisy', 'Nick']","Civilization’s going to pieces,",present,thouse
59,1,Tom,Nick,"['Jordan', 'Daisy', 'Nick']",I’ve gotten to be a terrible pessimist about things. Have you read The Rise of the Coloured Empires by this man Goddard?,present,thouse
60,1,Nick,Tom,"['Tom', 'Jordan', 'Daisy']","Why, no,",present,thouse
61,1,Tom,Nick,"['Jordan', 'Daisy', 'Nick']","Well, it’s a fine book, and everybody ought to read it. The idea is if we don’t look out the white race will be—will be utterly submerged. It’s all scientific stuff; it’s been proved.",present,thouse
62,1,Daisy,Nick,"['Jordan', 'Tom', 'Nick']","Tom’s getting very profound,",present,thouse
63,1,Daisy,Nick,"['Jordan', 'Tom', 'Nick']",He reads deep books with long words in them. What was that word we—,present,thouse
64,1,Tom,Daisy,"['Jordan', 'Daisy', 'Nick']","Well, these books are all scientific,",present,thouse
65,1,Tom,Daisy,"['Jordan', 'Daisy', 'Nick']","This fellow has worked out the whole thing. It’s up to us, who are the dominant race, to watch out or these other races will have control of things.",present,thouse
66,1,Daisy,Tom,"['Jordan', 'Tom', 'Nick']","We’ve got to beat them down,",present,thouse
67,1,Jordan,Tom,"['Tom', 'Nick', 'Daisy']",You ought to live in California—,present,thouse
68,1,Tom,Daisy,"['Jordan', 'Daisy', 'Nick']","This idea is that we’re Nordics. I am, and you are, and you are, and—",present,thouse
69,1,Tom,Daisy,"['Jordan', 'Daisy', 'Nick']","—And we’ve produced all the things that go to make civilization—oh, science and art, and all that. Do you see?",present,thouse
70,1,Daisy,Nick,['Nick'],"I’ll tell you a family secret,",present,thouse
71,1,Daisy,Nick,['Nick'],It’s about the butler’s nose. Do you want to hear about the butler’s nose?,present,thouse
72,1,Nick,Daisy,['Daisy'],That’s why I came over tonight.,present,thouse
73,1,Daisy,Nick,['Nick'],"Well, he wasn’t always a butler; he used to be the silver polisher for some people in New York that had a silver service for two hundred people. He had to polish it from morning till night, until finally it began to affect his nose—",present,thouse
74,1,Jordan,Daisy,"['Daisy', 'Nick']","Things went from bad to worse,",present,thouse
75,1,Daisy,Jordan,"['Jordan', 'Nick']","Yes. Things went from bad to worse, until finally he had to give up his position.",present,thouse
76,1,Daisy,Nick,"['Jordan', 'Nick']","I love to see you at my table, Nick. You remind me of a—of a rose, an absolute rose. Doesn’t he?",present,thouse
77,1,Daisy,Jordan,"['Jordan', 'Nick']",An absolute rose?,present,thouse
78,1,Jordan,Nick,['Nick'],Sh!,present,thouse
79,1,Nick,Jordan,['Jordan'],This Mr. Gatsby you spoke of is my neighbour—,present,thouse
80,1,Jordan,Nick,['Nick'],Don’t talk. I want to hear what happens.,present,thouse
81,1,Nick,Jordan,['Jordan'],Is something happening?,present,thouse
82,1,Jordan,Nick,['Nick'],You mean to say you don’t know?,present,thouse
83,1,Jordan,Nick,['Nick'],I thought everybody knew.,present,thouse
84,1,Nick,Jordan,['Jordan'],I don’t.,present,thouse
85,1,Jordan,Nick,['Nick'],Why—,present,thouse
86,1,Jordan,Nick,['Nick'],Tom’s got some woman in New York.,present,thouse
87,1,Nick,Jordan,['Jordan'],Got some woman?,present,thouse
88,1,Jordan,Nick,['Nick'],She might have the decency not to telephone him at dinner time. Don’t you think?,present,thouse
89,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",It couldn’t be helped!,present,thouse
90,1,Daisy,Nick,"['Jordan', 'Tom', 'Nick']","I looked outdoors for a minute, and it’s very romantic outdoors. There’s a bird on the lawn that I think must be a nightingale come over on the Cunard or White Star Line. He’s singing away—",present,thouse
91,1,Daisy,Tom,"['Jordan', 'Tom', 'Nick']","It’s romantic, isn’t it, Tom?",present,thouse
92,1,Tom,Daisy,"['Jordan', 'Daisy', 'Nick']","Very romantic,",present,thouse
93,1,Tom,Nick,"['Jordan', 'Daisy', 'Nick']","If it’s light enough after dinner, I want to take you down to the stables.",present,thouse
94,1,Daisy,Nick,['Nick'],"We don’t know each other very well, Nick,",present,thouse
95,1,Daisy,Nick,['Nick'],Even if we are cousins. You didn’t come to my wedding.,present,thouse
96,1,Nick,Daisy,['Daisy'],I wasn’t back from the war.,present,thouse
97,1,Daisy,Nick,['Nick'],That’s true.,present,thouse
98,1,Daisy,Nick,['Nick'],"Well, I’ve had a very bad time, Nick, and I’m pretty cynical about everything.",present,thouse
99,1,Nick,Daisy,['Daisy'],"I suppose she talks, and—eats, and everything.",present,thouse
100,1,Daisy,Nick,['Nick'],"Oh, yes.",present,thouse
101,1,Daisy,Nick,['Nick'],"Listen, Nick; let me tell you what I said when she was born. Would you like to hear?",present,thouse
102,1,Nick,Daisy,['Daisy'],Very much.,present,thouse
103,1,Daisy,Nick,['Nick'],"You see I think everything’s terrible anyhow,",present,thouse
104,1,Daisy,Nick,['Nick'],Everybody thinks so—the most advanced people. And I know. I’ve been everywhere and seen everything and done everything.,present,thouse
105,1,Daisy,Nick,['Nick'],"Sophisticated—God, I’m sophisticated!",present,thouse
106,1,Jordan,Tom,"['Tom', 'Nick', 'Daisy']","To be continued,",present,thouse
107,1,Jordan,Tom,"['Tom', 'Nick', 'Daisy']",in our very next issue.,present,thouse
108,1,Jordan,Daisy,"['Tom', 'Nick', 'Daisy']","Ten o’clock,",present,thouse
109,1,Jordan,Daisy,"['Tom', 'Nick', 'Daisy']",Time for this good girl to go to bed.,present,thouse
110,1,Daisy,Nick,"['Jordan', 'Tom', 'Nick']","Jordan’s going to play in the tournament tomorrow,",present,thouse
111,1,Daisy,Nick,"['Jordan', 'Tom', 'Nick']",over at Westchester.,present,thouse
112,1,Nick,Jordan,"['Tom', 'Jordan', 'Daisy']",Oh—you’re Jordan Baker.,present,thouse
113,1,Jordan,Daisy,"['Tom', 'Nick', 'Daisy']","Good night,",present,thouse
114,1,Jordan,Daisy,"['Tom', 'Nick', 'Daisy']","Wake me at eight, won’t you.",present,thouse
115,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']",If you’ll get up.,present,thouse
116,1,Jordan,Nick,"['Tom', 'Nick', 'Daisy']","I will. Good night, Mr. Carraway. See you anon.",present,thouse
117,1,Daisy,Jordan,"['Jordan', 'Tom', 'Nick']","Of course you will,",present,thouse
118,1,Daisy,Nick,"['Jordan', 'Tom', 'Nick']","In fact I think I’ll arrange a marriage. Come over often, Nick, and I’ll sort of—oh—fling you together. You know—lock you up accidentally in linen closets and push you out to sea in a boat, and all that sort of thing—",present,thouse
119,1,Jordan,Daisy,"['Tom', 'Nick', 'Daisy']","Good night,",present,thouse
120,1,Jordan,Daisy,"['Tom', 'Nick', 'Daisy']",I haven’t heard a word.,present,thouse
121,1,Tom,Daisy,"['Daisy', 'Nick']","She’s a nice girl,",present,thouse
122,1,Tom,Daisy,"['Daisy', 'Nick']",They oughtn’t to let her run around the country this way.,present,thouse
123,1,Daisy,Tom,"['Tom', 'Nick']",Who oughtn’t to?,present,thouse
124,1,Tom,Daisy,"['Daisy', 'Nick']",Her family.,present,thouse
125,1,Daisy,Tom,"['Tom', 'Nick']","Her family is one aunt about a thousand years old. Besides, Nick’s going to look after her, aren’t you, Nick? She’s going to spend lots of weekends out here this summer. I think the home influence will be very good for her.",present,thouse
126,1,Nick,Daisy,"['Tom', 'Daisy']",Is she from New York?,present,thouse
127,1,Daisy,Nick,"['Tom', 'Nick']",From Louisville. Our white girlhood was passed together there. Our beautiful white—,present,thouse
128,1,Tom,Daisy,"['Daisy', 'Nick']",Did you give Nick a little heart to heart talk on the veranda?,present,thouse
129,1,Daisy,Tom,"['Tom', 'Nick']",Did I?,present,thouse
130,1,Daisy,Tom,"['Tom', 'Nick']","I can’t seem to remember, but I think we talked about the Nordic race. Yes, I’m sure we did. It sort of crept up on us and first thing you know—",present,thouse
131,1,Tom,Nick,"['Daisy', 'Nick']","Don’t believe everything you hear, Nick,",present,thouse
132,1,Daisy,Nick,"['Tom', 'Nick']",Wait!,present,tgarden
133,1,Daisy,Nick,"['Tom', 'Nick']","I forgot to ask you something, and it’s important. We heard you were engaged to a girl out West.",present,tgarden
134,1,Tom,Nick,"['Tom', 'Nick']","That’s right,",present,tgarden
135,1,Tom,Nick,"['Tom', 'Nick']",We heard that you were engaged.,present,tgarden
136,1,Nick,Daisy,"['Tom', 'Daisy']",It’s a libel. I’m too poor.,present,tgarden
137,1,Daisy,Nick,"['Tom', 'Nick']","But we heard it,",present,tgarden
138,1,Daisy,Nick,"['Tom', 'Nick']","We heard it from three people, so it must be true.",present,tgarden
139,2,Tom,Nick,['Nick'],"We’re getting off,",present,whouse
140,2,Tom,Nick,['Nick'],I want you to meet my girl.,present,whouse
141,2,Tom,MrWilson,"['MrWilson', 'Nick']","Hello, Wilson, old man,",present,whouse
142,2,Tom,MrWilson,"['MrWilson', 'Nick']",How’s business?,present,whouse
143,2,MrWilson,Tom,"['Tom', 'Nick']","I can’t complain,",present,whouse
144,2,MrWilson,Tom,"['Tom', 'Nick']",When are you going to sell me that car?,present,whouse
145,2,Tom,MrWilson,"['MrWilson', 'Nick']",Next week; I’ve got my man working on it now.,present,whouse
146,2,MrWilson,Tom,"['Tom', 'Nick']","Works pretty slow, don’t he?",present,whouse
147,2,Tom,MrWilson,"['MrWilson', 'Nick']","No, he doesn’t,",present,whouse
148,2,Tom,MrWilson,"['MrWilson', 'Nick']","And if you feel that way about it, maybe I’d better sell it somewhere else after all.",present,whouse
149,2,MrWilson,Tom,"['Tom', 'Nick']","I don’t mean that,",present,whouse
150,2,MrWilson,Tom,"['Tom', 'Nick']",I just meant—,present,whouse
151,2,MrsWilson,MrWilson,"['Tom', 'Nick', 'MrWilson']","Get some chairs, why don’t you, so somebody can sit down.",present,whouse
152,2,MrWilson,MrsWilson,"['Tom', 'Nick', 'MrsWilson']","Oh, sure,",present,whouse
153,2,Tom,MrsWilson,"['Nick', 'MrsWilson']","I want to see you,",present,whouse
154,2,Tom,MrsWilson,"['Nick', 'MrsWilson']",Get on the next train.,present,whouse
155,2,MrsWilson,Tom,"['Tom', 'Nick']",All right.,present,whouse
156,2,Tom,MrsWilson,"['Nick', 'MrsWilson']",I’ll meet you by the newsstand on the lower level.,present,whouse
157,2,Tom,Nick,['Nick'],"Terrible place, isn’t it,",present,whouse
158,2,Nick,Tom,['Tom'],Awful.,present,whouse
159,2,Tom,Nick,['Nick'],It does her good to get away.,present,whouse
160,2,Nick,Tom,['Tom'],Doesn’t her husband object?,present,whouse
161,2,Tom,Nick,['Nick'],Wilson? He thinks she goes to see her sister in New York. He’s so dumb he doesn’t know he’s alive.,present,whouse
162,2,MrsWilson,Tom,"['Tom', 'Nick']","I want to get one of those dogs,",present,newyork
163,2,MrsWilson,Tom,"['Tom', 'Nick']",I want to get one for the apartment. They’re nice to have—a dog.,present,newyork
164,2,MrsWilson,oldman,"['Tom', 'Nick', 'oldman']",What kind are they?,present,newyork
165,2,oldman,MrsWilson,"['Tom', 'Nick', 'MrsWilson']","All kinds. What kind do you want, lady?",present,newyork
166,2,MrsWilson,oldman,"['Tom', 'Nick', 'oldman']",I’d like to get one of those police dogs; I don’t suppose you got that kind?,present,newyork
167,2,Tom,oldman,"['MrsWilson', 'Nick', 'oldman']","That’s no police dog,",present,newyork
168,2,oldman,Tom,"['MrsWilson', 'Nick', 'Tom']","No, it’s not exactly a police dog,",present,newyork
169,2,oldman,Tom,"['MrsWilson', 'Nick', 'Tom']",It’s more of an Airedale.,present,newyork
170,2,oldman,Tom,"['MrsWilson', 'Nick', 'Tom']",Look at that coat. Some coat. That’s a dog that’ll never bother you with catching cold.,present,newyork
171,2,MrsWilson,oldman,"['Tom', 'Nick', 'oldman']","I think it’s cute,",present,newyork
172,2,MrsWilson,oldman,"['Tom', 'Nick', 'oldman']",How much is it?,present,newyork
173,2,oldman,MrsWilson,"['Tom', 'Nick', 'MrsWilson']",That dog?,present,newyork
174,2,oldman,MrsWilson,"['Tom', 'Nick', 'MrsWilson']",That dog will cost you ten dollars.,present,newyork
175,2,MrsWilson,oldman,"['Tom', 'Nick', 'oldman']",Is it a boy or a girl?,present,newyork
176,2,oldman,MrsWilson,"['Tom', 'Nick', 'MrsWilson']",That dog? That dog’s a boy.,present,newyork
177,2,Tom,MrsWilson,"['MrsWilson', 'Nick', 'oldman']","It’s a bitch,",present,newyork
178,2,Tom,MrsWilson,"['MrsWilson', 'Nick', 'oldman']",Here’s your money. Go and buy ten more dogs with it.,present,newyork
179,2,Nick,Tom,"['Tom', 'MrsWilson']","Hold on,",present,newyork
180,2,Nick,Tom,"['Tom', 'MrsWilson']",I have to leave you here.,present,newyork
181,2,Tom,Nick,"['Nick', 'MrsWilson']","No you don’t,",present,newyork
182,2,Tom,Nick,"['Nick', 'MrsWilson']","Myrtle’ll be hurt if you don’t come up to the apartment. Won’t you, Myrtle?",present,newyork
183,2,MrsWilson,Nick,"['Tom', 'Nick']","Come on,",present,newyork
184,2,MrsWilson,Nick,"['Tom', 'Nick']",I’ll telephone my sister Catherine. She’s said to be very beautiful by people who ought to know.,present,newyork
185,2,Nick,MrsWilson,"['Tom', 'MrsWilson']","Well, I’d like to, but—",present,newyork
186,2,MrsWilson,Nick,"['Tom', 'Nick']","I’m going to have the McKees come up,",present,mhouse
187,2,MrsWilson,Nick,"['Tom', 'Nick']","And, of course, I got to call up my sister, too.",present,mhouse
188,2,MrsWilson,Catherine,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsMckee']","My dear,",present,mhouse
189,2,MrsWilson,Catherine,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsMckee']","most of these fellas will cheat you every time. All they think of is money. I had a woman up here last week to look at my feet, and when she gave me the bill you’d of thought she had my appendicitis out.",present,mhouse
190,2,MrsMckee,MrsWilson,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']",What was the name of the woman?,present,mhouse
191,2,MrsWilson,MrsMckee,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsMckee']",Mrs. Eberhardt. She goes around looking at people’s feet in their own homes.,present,mhouse
192,2,MrsMckee,MrsWilson,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']","I like your dress,",present,mhouse
193,2,MrsMckee,MrsWilson,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']",I think it’s adorable.,present,mhouse
194,2,MrsWilson,MrsMckee,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsMckee']","It’s just a crazy old thing,",present,mhouse
195,2,MrsWilson,MrsMckee,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsMckee']",I just slip it on sometimes when I don’t care what I look like.,present,mhouse
196,2,MrsMckee,MrsWilson,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']","But it looks wonderful on you, if you know what I mean,",present,mhouse
197,2,MrsMckee,MrsWilson,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']",If Chester could only get you in that pose I think he could make something of it.,present,mhouse
198,2,MrMckee,MrsWilson,"['Catherine', 'Tom', 'Nick', 'MrsMckee', 'MrsWilson']","I should change the light,",present,mhouse
199,2,MrMckee,MrsWilson,"['Catherine', 'Tom', 'Nick', 'MrsMckee', 'MrsWilson']",I’d like to bring out the modelling of the features. And I’d try to get hold of all the back hair.,present,mhouse
200,2,MrsMckee,MrMckee,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']","I wouldn’t think of changing the light,",present,mhouse
201,2,MrsMckee,MrMckee,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']",I think it’s—,present,mhouse
202,2,MrMckee,MrsMckee,"['Catherine', 'Tom', 'Nick', 'MrsMckee', 'MrsWilson']",Sh!,present,mhouse
203,2,Tom,MrsWilson,"['Catherine', 'MrMckee', 'Nick', 'MrsMckee', 'MrsWilson']","You McKees have something to drink,",present,mhouse
204,2,Tom,MrsWilson,"['Catherine', 'MrMckee', 'Nick', 'MrsMckee', 'MrsWilson']","Get some more ice and mineral water, Myrtle, before everybody goes to sleep.",present,mhouse
205,2,MrsWilson,Tom,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsMckee']",I told that boy about the ice.,present,mhouse
206,2,MrsWilson,Tom,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsMckee']",These people! You have to keep after them all the time.,present,mhouse
207,2,MrMckee,Tom,"['Catherine', 'Tom', 'Nick', 'MrsMckee', 'MrsWilson']","I’ve done some nice things out on Long Island,",present,mhouse
208,2,MrMckee,Tom,"['Catherine', 'Tom', 'Nick', 'MrsMckee', 'MrsWilson']",Two of them we have framed downstairs.,present,mhouse
209,2,Tom,MrMckee,"['Catherine', 'MrMckee', 'Nick', 'MrsMckee', 'MrsWilson']",Two what?,present,mhouse
210,2,MrMckee,Tom,"['Catherine', 'Tom', 'Nick', 'MrsMckee', 'MrsWilson']","Two studies. One of them I call Montauk Point—The Gulls, and the other I call Montauk Point—The Sea.",present,mhouse
211,2,Catherine,Nick,"['MrsMckee', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']","Do you live down on Long Island, too?",present,mhouse
212,2,Nick,Catherine,"['MrsMckee', 'Tom', 'Catherine', 'MrMckee', 'MrsWilson']",I live at West Egg.,present,mhouse
213,2,Catherine,Nick,"['MrsMckee', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']",Really? I was down there at a party about a month ago. At a man named Gatsby’s. Do you know him?,present,mhouse
214,2,Nick,Catherine,"['MrsMckee', 'Tom', 'Catherine', 'MrMckee', 'MrsWilson']",I live next door to him.,present,mhouse
215,2,Catherine,Nick,"['MrsMckee', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']","Well, they say he’s a nephew or a cousin of Kaiser Wilhelm’s. That’s where all his money comes from.",present,mhouse
216,2,Nick,Catherine,"['MrsMckee', 'Tom', 'Catherine', 'MrMckee', 'MrsWilson']",Really?,present,mhouse
217,2,Catherine,Nick,"['MrsMckee', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']",I’m scared of him. I’d hate to have him get anything on me.,present,mhouse
218,2,MrsMckee,MrMckee,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsWilson']","Chester, I think you could do something with her,",present,mhouse
219,2,MrMckee,Tom,"['Catherine', 'Tom', 'Nick', 'MrsMckee', 'MrsWilson']","I’d like to do more work on Long Island, if I could get the entry. All I ask is that they should give me a start.",present,mhouse
220,2,Tom,MrMckee,"['Catherine', 'MrMckee', 'Nick', 'MrsMckee', 'MrsWilson']","Ask Myrtle,",present,mhouse
221,2,Tom,MrsWilson,"['Catherine', 'MrMckee', 'Nick', 'MrsMckee', 'MrsWilson']","She’ll give you a letter of introduction, won’t you, Myrtle?",present,mhouse
222,2,MrsWilson,Tom,"['Catherine', 'Tom', 'Nick', 'MrMckee', 'MrsMckee']",Do what?,present,mhouse
223,2,Tom,MrsWilson,"['Catherine', 'MrMckee', 'Nick', 'MrsMckee', 'MrsWilson']","You’ll give McKee a letter of introduction to your husband, so he can do some studies of him.",present,mhouse
224,2,Tom,MrsWilson,"['Catherine', 'MrMckee', 'Nick', 'MrsMckee', 'MrsWilson']","George B. Wilson at the Gasoline Pump,’ or something like that.",present,mhouse
225,2,Catherine,Nick,['Nick'],Neither of them can stand the person they’re married to.,present,mhouse
226,2,Nick,Catherine,['Catherine'],Can’t they?,present,mhouse
227,2,Catherine,Nick,['Nick'],Can’t stand them.,present,mhouse
228,2,Catherine,Nick,['Nick'],"What I say is, why go on living with them if they can’t stand them? If I was them I’d get a divorce and get married to each other right away.",present,mhouse
229,2,Nick,Catherine,['Catherine'],Doesn’t she like Wilson either?,present,mhouse
230,2,Catherine,Nick,['Nick'],"You see,",present,mhouse
231,2,Catherine,Nick,['Nick'],"It’s really his wife that’s keeping them apart. She’s a Catholic, and they don’t believe in divorce.",present,mhouse
232,2,Catherine,Nick,['Nick'],"When they do get married,",present,mhouse
233,2,Catherine,Nick,['Nick'],they’re going West to live for a while until it blows over.,present,mhouse
234,2,Nick,Catherine,['Catherine'],It’d be more discreet to go to Europe.,present,mhouse
235,2,Catherine,Nick,['Nick'],"Oh, do you like Europe?",present,mhouse
236,2,Nick,Catherine,['Catherine'],I just got back from Monte Carlo.,present,mhouse
237,2,Catherine,Nick,['Nick'],Really.,present,mhouse
238,2,Nick,Catherine,['Catherine'],Just last year. I went over there with another girl.,present,mhouse
239,2,Catherine,Nick,['Nick'],Stay long?,present,mhouse
240,2,Nick,Catherine,['Catherine'],"No, we just went to Monte Carlo and back. We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out of it all in two days in the private rooms. We had an awful time getting back, I can tell you. God, how I hated that town!",present,mhouse
241,2,MrsMckee,Nick,['Nick'],"I almost made a mistake, too,",present,mhouse
242,2,MrsMckee,Nick,['Nick'],"I almost married a little kike who’d been after me for years. I knew he was below me. Everybody kept saying to me: ‘Lucille, that man’s way below you!’ But if I hadn’t met Chester, he’d of got me sure.",present,mhouse
243,2,MrsWilson,MrsMckee,"['MrsMckee', 'Nick']","Yes, but listen,",present,mhouse
244,2,MrsWilson,MrsMckee,"['MrsMckee', 'Nick']",at least you didn’t marry him.,present,mhouse
245,2,MrsMckee,MrsWilson,"['Nick', 'MrsWilson']",I know I didn’t.,present,mhouse
246,2,MrsWilson,MrsMckee,"['MrsMckee', 'Nick']","Well, I married him,",present,mhouse
247,2,MrsWilson,MrsMckee,"['MrsMckee', 'Nick']",And that’s the difference between your case and mine.,present,mhouse
248,2,Catherine,MrsWilson,"['Nick', 'MrsMckee', 'MrsWilson']","Why did you, Myrtle?",present,mhouse
249,2,Catherine,MrsWilson,"['Nick', 'MrsMckee', 'MrsWilson']",Nobody forced you to.,present,mhouse
250,2,MrsWilson,Catherine,"['Catherine', 'MrsMckee', 'Nick']","I married him because I thought he was a gentleman,",present,mhouse
251,2,MrsWilson,Catherine,"['Catherine', 'MrsMckee', 'Nick']","I thought he knew something about breeding, but he wasn’t fit to lick my shoe.",present,mhouse
252,2,Catherine,MrsWilson,"['Nick', 'MrsMckee', 'MrsWilson']","You were crazy about him for a while,",present,mhouse
253,2,MrsWilson,Catherine,"['Catherine', 'MrsMckee', 'Nick']",Crazy about him!,present,mhouse
254,2,MrsWilson,Catherine,"['Catherine', 'MrsMckee', 'Nick']",Who said I was crazy about him? I never was any more crazy about him than I was about that man there.,present,mhouse
