no,chapter,speaker,firstlistener,addressees,content,time,place
1205,7,Gatsby,Nick,['Nick'],"I don’t trust him, old sport.",present,thouse
1206,7,Nick,Gatsby,['Gatsby'],How long are you going to wait?,present,thouse
1207,7,Gatsby,Nick,['Nick'],"All night, if necessary. Anyhow, till they all go to bed.",present,thouse
1208,7,Nick,Gatsby,['Gatsby'],"You wait here,",present,thouse
1209,7,Nick,Gatsby,['Gatsby'],I’ll see if there’s any sign of a commotion.,present,thouse
1210,7,Gatsby,Nick,['Nick'],Is it all quiet up there?,present,thouse
1211,7,Nick,Gatsby,['Gatsby'],"Yes, it’s all quiet.",present,thouse
1212,7,Nick,Gatsby,['Gatsby'],You’d better come home and get some sleep.,present,thouse
1213,7,Gatsby,Nick,['Nick'],"I want to wait here till Daisy goes to bed. Good night, old sport.",present,thouse
1214,8,Gatsby,Nick,['Nick'],"Nothing happened,",present,ghouse
1215,8,Gatsby,Nick,['Nick'],"I waited, and about four o’clock she came to the window and stood there for a minute and then turned out the light.",present,ghouse
1216,8,Nick,Gatsby,['Gatsby'],"You ought to go away,",present,ghouse
1217,8,Nick,Gatsby,['Gatsby'],It’s pretty certain they’ll trace your car.,present,ghouse
1218,8,Gatsby,Nick,['Nick'],"Go away now, old sport?",present,ghouse
1219,8,Nick,Gatsby,['Gatsby'],"Go to Atlantic City for a week, or up to Montreal.",present,ghouse
1220,8,Gatsby,Nick,['Nick'],"I can’t describe to you how surprised I was to find out I loved her, old sport. I even hoped for a while that she’d throw me over, but she didn’t, because she was in love with me too. She thought I knew a lot because I knew different things from her… Well, there I was, way off my ambitions, getting deeper in love every minute, and all of a sudden I didn’t care. What was the use of doing great things if I could have a better time telling her what I was going to do?",present,ghouse
1221,8,Gatsby,Nick,['Nick'],I don’t think she ever loved him.,present,ghouse
1222,8,Gatsby,Nick,['Nick'],"You must remember, old sport, she was very excited this afternoon. He told her those things in a way that frightened her—that made it look as if I was some kind of cheap sharper. And the result was she hardly knew what she was saying.",present,ghouse
1223,8,Gatsby,Nick,['Nick'],"Of course she might have loved him just for a minute, when they were first married—and loved me more even then, do you see?",present,ghouse
1224,8,Gatsby,Nick,['Nick'],"In any case,",present,ghouse
1225,8,Gatsby,Nick,['Nick'],it was just personal.,present,ghouse
1226,8,gardener,Gatsby,"['Gatsby', 'Nick']","I’m going to drain the pool today, Mr. Gatsby. Leaves’ll start falling pretty soon, and then there’s always trouble with the pipes.",present,ghouse
1227,8,Gatsby,gardener,"['gardner', 'Nick']","Don’t do it today,",present,ghouse
1228,8,Gatsby,Nick,"['gardner', 'Nick']","You know, old sport, I’ve never used that pool all summer?",present,ghouse
1229,8,Nick,Gatsby,['Gatsby'],Twelve minutes to my train.,present,ghouse
1230,8,Nick,Gatsby,['Gatsby'],"I’ll call you up,",present,ghouse
1231,8,Gatsby,Nick,['Nick'],"Do, old sport.",present,ghouse
1232,8,Nick,Gatsby,['Gatsby'],I’ll call you about noon.,present,ghouse
1233,8,Gatsby,Nick,['Nick'],I suppose Daisy’ll call too.,present,ghouse
1234,8,Nick,Gatsby,['Gatsby'],I suppose so.,present,ghouse
1235,8,Gatsby,Nick,['Nick'],"Well, goodbye.",present,ghouse
1236,8,Nick,Gatsby,['Gatsby'],"They’re a rotten crowd,",present,ghouse
1237,8,Nick,Gatsby,['Gatsby'],You’re worth the whole damn bunch put together.,present,ghouse
1238,8,Nick,Gatsby,['Gatsby'],"Goodbye,",present,ghouse
1239,8,Nick,Gatsby,['Gatsby'],"I enjoyed breakfast, Gatsby.",present,ghouse
1240,8,Jordan,Nick,['Nick'],"I’ve left Daisy’s house,",present,phone
1241,8,Jordan,Nick,['Nick'],"I’m at Hempstead, and I’m going down to Southampton this afternoon.",present,phone
1242,8,Jordan,Nick,['Nick'],You weren’t so nice to me last night.,present,phone
1243,8,Nick,Jordan,['Jordan'],How could it have mattered then?,present,phone
1244,8,Jordan,Nick,['Nick'],However—I want to see you.,present,phone
1245,8,Nick,Jordan,['Jordan'],"I want to see you, too.",present,phone
1246,8,Jordan,Nick,['Nick'],"Suppose I don’t go to Southampton, and come into town this afternoon?",present,phone
1247,8,Nick,Jordan,['Jordan'],No—I don’t think this afternoon.,present,phone
1248,8,Jordan,Nick,['Nick'],Very well.,present,phone
1249,8,Nick,Jordan,['Jordan'],It’s impossible this afternoon. Various—,present,phone
1250,8,MrWilson,Michaelis,['Michaelis'],"Oh, my God!",past,whouse
1251,8,Michaelis,MrWilson,['MrWilson'],"How long have you been married, George? Come on there, try and sit still a minute, and answer my question. How long have you been married?",past,whouse
1252,8,MrWilson,Michaelis,['Michaelis'],Twelve years.,present,whouse
1253,8,Michaelis,MrWilson,['MrWilson'],"Ever had any children? Come on, George, sit still—I asked you a question. Did you ever have any children?",present,whouse
1254,8,Michaelis,MrWilson,['MrWilson'],"Have you got a church you go to sometimes, George? Maybe even if you haven’t been there for a long time? Maybe I could call up the church and get a priest to come over and he could talk to you, see?",present,whouse
1255,8,MrWilson,Michaelis,['Michaelis'],Don’t belong to any.,present,whouse
1256,8,Michaelis,MrWilson,['MrWilson'],"You ought to have a church, George, for times like this. You must have gone to church once. Didn’t you get married in a church? Listen, George, listen to me. Didn’t you get married in a church?",present,whouse
1257,8,MrWilson,Michaelis,['Michaelis'],That was a long time ago.,present,whouse
1258,8,MrWilson,Michaelis,['Michaelis'],"Look in the drawer there,",present,whouse
1259,8,Michaelis,MrWilson,['MrWilson'],Which drawer?,present,whouse
1260,8,MrWilson,Michaelis,['Michaelis'],That drawer—that one.,present,whouse
1261,8,Michaelis,MrWilson,['MrWilson'],This?,present,whouse
1262,8,MrWilson,Michaelis,['Michaelis'],"I found it yesterday afternoon. She tried to tell me about it, but I knew it was something funny.",present,whouse
1263,8,Michaelis,MrWilson,['MrWilson'],You mean your wife bought it?,present,whouse
1264,8,MrWilson,Michaelis,['Michaelis'],She had it wrapped in tissue paper on her bureau.,present,whouse
1265,8,MrWilson,Michaelis,['Michaelis'],"Oh, my God!",present,whouse
1266,8,MrWilson,Michaelis,['Michaelis'],"Then he killed her,",present,whouse
1267,8,Michaelis,MrWilson,['MrWilson'],Who did?,present,whouse
1268,8,MrWilson,Michaelis,['Michaelis'],I have a way of finding out.,present,whouse
1269,8,Michaelis,MrWilson,['MrWilson'],"You’re morbid, George,",present,whouse
1270,8,Michaelis,MrWilson,['MrWilson'],This has been a strain to you and you don’t know what you’re saying. You’d better try and sit quiet till morning.,present,whouse
1271,8,MrWilson,Michaelis,['Michaelis'],He murdered her.,present,whouse
1272,8,Michaelis,MrWilson,['MrWilson'],"It was an accident, George.",present,whouse
1273,8,MrWilson,Michaelis,['Michaelis'],Hm!,present,whouse
1274,8,MrWilson,Michaelis,['Michaelis'],"I know,",present,whouse
1275,8,MrWilson,Michaelis,['Michaelis'],"I’m one of these trusting fellas and I don’t think any harm to nobody, but when I get to know a thing I know it. It was the man in that car. She ran out to speak to him and he wouldn’t stop.",present,whouse
1276,8,Michaelis,MrWilson,['MrWilson'],How could she of been like that?,present,whouse
1277,8,MrWilson,Michaelis,['Michaelis'],"She’s a deep one,",present,whouse
1278,8,MrWilson,Michaelis,['Michaelis'],Ah-h-h—,present,whouse
1279,8,Michaelis,MrWilson,['MrWilson'],"Maybe you got some friend that I could telephone for, George?",present,whouse
1280,8,MrWilson,Michaelis,['Michaelis'],"I spoke to her,",present,whouse
1281,8,MrWilson,Michaelis,['Michaelis'],I told her she might fool me but she couldn’t fool God. I took her to the window,present,whouse
1282,8,MrWilson,Michaelis,['Michaelis'],"and I said ‘God knows what you’ve been doing, everything you’ve been doing. You may fool me, but you can’t fool God!’",present,whouse
1283,8,MrWilson,Michaelis,['Michaelis'],"God sees everything,",present,whouse
1284,8,Michaelis,MrWilson,['MrWilson'],"That’s an advertisement,",present,whouse
1285,9,Nick,Daisy,['Daisy'],Left no address?,present,phone
1286,9,Daisy,Nick,['Nick'],No.,present,phone
1287,9,Nick,Daisy,['Daisy'],Say when they’d be back?,present,phone
1288,9,Daisy,Nick,['Nick'],No.,present,phone
1289,9,Nick,Daisy,['Daisy'],Any idea where they are? How I could reach them?,present,phone
1290,9,Daisy,Nick,['Nick'],I don’t know. Can’t say.,present,phone
1291,9,Nick,information,['information'],Will you ring again?,present,phone
1292,9,information,Nick,['Nick'],I’ve rung three times.,present,phone
1293,9,Nick,information,['information'],It’s very important.,present,phone
1294,9,information,Nick,['Nick'],Sorry. I’m afraid no one’s there.,present,phone
1295,9,Slagle,Nick,['Nick'],This is Slagle speaking…,present,phone
1296,9,Nick,Slagle,['Slagle'],Yes?,present,phone
1297,9,Slagle,Nick,['Nick'],"Hell of a note, isn’t it? Get my wire?",present,phone
1298,9,Nick,Slagle,['Slagle'],There haven’t been any wires.,present,phone
1299,9,Slagle,Nick,['Nick'],"Young Parke’s in trouble,",present,phone
1300,9,Slagle,Nick,['Nick'],"They picked him up when he handed the bonds over the counter. They got a circular from New York giving ’em the numbers just five minutes before. What d’you know about that, hey? You never can tell in these hick towns—",present,phone
1301,9,Nick,Slagle,['Slagle'],Hello!,present,phone
1302,9,Nick,Slagle,['Slagle'],Look here—this isn’t Mr. Gatsby. Mr. Gatsby’s dead.,present,phone
1303,9,Henry,Nick,['Nick'],"I saw it in the Chicago newspaper,",present,ghouse
1304,9,Henry,Nick,['Nick'],It was all in the Chicago newspaper. I started right away.,present,ghouse
1305,9,Nick,Henry,['Henry'],I didn’t know how to reach you.,present,ghouse
1306,9,Henry,Nick,['Nick'],"It was a madman,",present,ghouse
1307,9,Henry,Nick,['Nick'],He must have been mad.,present,ghouse
1308,9,Nick,Henry,['Henry'],Wouldn’t you like some coffee?,present,ghouse
1309,9,Henry,Nick,['Nick'],"I don’t want anything. I’m all right now, Mr.—",present,ghouse
1310,9,Nick,Henry,['Henry'],Carraway.,present,ghouse
1311,9,Henry,Nick,['Nick'],"Well, I’m all right now. Where have they got Jimmy?",present,ghouse
1312,9,Nick,Henry,['Henry'],"I didn’t know what you’d want, Mr. Gatsby—",present,ghouse
1313,9,Henry,Nick,['Nick'],Gatz is my name.,present,ghouse
1314,9,Nick,Henry,['Henry'],—Mr. Gatz. I thought you might want to take the body West.,present,ghouse
1315,9,Henry,Nick,['Nick'],"Jimmy always liked it better down East. He rose up to his position in the East. Were you a friend of my boy’s, Mr.—?",present,ghouse
1316,9,Nick,Henry,['Henry'],We were close friends.,present,ghouse
1317,9,Henry,Nick,['Nick'],"He had a big future before him, you know. He was only a young man, but he had a lot of brain power here.",present,ghouse
1318,9,Henry,Nick,['Nick'],"If he’d of lived, he’d of been a great man. A man like James J. Hill. He’d of helped build up the country.",present,ghouse
1319,9,Nick,Henry,['Henry'],"That’s true,",present,ghouse
1320,9,Nick,Klipspringer,['Klipspringer'],"This is Mr. Carraway,",present,phone
1321,9,Klipspringer,Nick,['Nick'],Oh!,present,phone
1322,9,Klipspringer,Nick,['Nick'],This is Klipspringer.,present,phone
1323,9,Nick,Klipspringer,['Klipspringer'],"The funeral’s tomorrow,",present,phone
1324,9,Nick,Klipspringer,['Klipspringer'],"Three o’clock, here at the house. I wish you’d tell anybody who’d be interested.",present,phone
1325,9,Klipspringer,Nick,['Nick'],"Oh, I will,",present,phone
1326,9,Klipspringer,Nick,['Nick'],"Of course I’m not likely to see anybody, but if I do.",present,phone
1327,9,Nick,Klipspringer,['Klipspringer'],Of course you’ll be there yourself.,present,phone
1328,9,Klipspringer,Nick,['Nick'],"Well, I’ll certainly try. What I called up about is—",present,phone
1329,9,Nick,Klipspringer,['Klipspringer'],"Wait a minute,",present,phone
1330,9,Nick,Klipspringer,['Klipspringer'],How about saying you’ll come?,present,phone
1331,9,Klipspringer,Nick,['Nick'],"Well, the fact is—the truth of the matter is that I’m staying with some people up here in Greenwich, and they rather expect me to be with them tomorrow. In fact, there’s a sort of picnic or something. Of course I’ll do my best to get away.",present,phone
1332,9,Nick,Klipspringer,['Klipspringer'],Huh!,present,phone
1333,9,Klipspringer,Nick,['Nick'],"What I called up about was a pair of shoes I left there. I wonder if it’d be too much trouble to have the butler send them on. You see, they’re tennis shoes, and I’m sort of helpless without them. My address is care of B. F.—",present,phone
1334,9,Nick,Stella,['Stella'],hello,present,newyork
1335,9,Stella,Nick,['Nick'],"Nobody’s in,",present,newyork
1336,9,Stella,Nick,['Nick'],Mr. Wolfshiem’s gone to Chicago.,present,newyork
1337,9,Nick,Stella,['Stella'],Please say that Mr. Carraway wants to see him.,present,newyork
1338,9,Stella,Nick,['Nick'],"I can’t get him back from Chicago, can I?",present,newyork
1339,9,Wolfshiem,Stella,['Stella'],Stella!,present,newyork
1340,9,Stella,Nick,['Nick'],"Leave your name on the desk,",present,newyork
1341,9,Stella,Nick,['Nick'],I’ll give it to him when he gets back.,present,newyork
1342,9,Nick,Stella,['Stella'],But I know he’s there.,present,newyork
1343,9,Stella,Nick,['Nick'],"You young men think you can force your way in here any time,",present,newyork
1344,9,Stella,Nick,['Nick'],"We’re getting sickantired of it. When I say he’s in Chicago, he’s in Chicago.",present,newyork
1345,9,Stella,Nick,['Nick'],Oh-h!,present,newyork
1346,9,Stella,Nick,['Nick'],Will you just—What was your name?,present,newyork
1347,9,Wolfshiem,Nick,['Nick'],"My memory goes back to when first I met him,",present,newyork
1348,9,Wolfshiem,Nick,['Nick'],"A young major just out of the army and covered over with medals he got in the war. He was so hard up he had to keep on wearing his uniform because he couldn’t buy some regular clothes. First time I saw him was when he came into Winebrenner’s poolroom at Forty-third Street and asked for a job. He hadn’t eat anything for a couple of days. ‘Come on have some lunch with me,’ I said. He ate more than four dollars’ worth of food in half an hour.",present,newyork
1349,9,Nick,Wolfshiem,['Wolfshiem'],Did you start him in business?,present,newyork
1350,9,Wolfshiem,Nick,['Nick'],Start him! I made him.,present,newyork
1351,9,Nick,Wolfshiem,['Wolfshiem'],Oh.,present,newyork
1352,9,Wolfshiem,Nick,['Nick'],"I raised him up out of nothing, right out of the gutter. I saw right away he was a fine-appearing, gentlemanly young man, and when he told me he was at Oggsford I knew I could use him good. I got him to join the American Legion and he used to stand high there. Right off he did some work for a client of mine up to Albany. We were so thick like that in everything",present,newyork
1353,9,Wolfshiem,Nick,['Nick'],always together.,present,newyork
1354,9,Nick,Wolfshiem,['Wolfshiem'],"Now he’s dead,",present,newyork
1355,9,Nick,Wolfshiem,['Wolfshiem'],"You were his closest friend, so I know you’ll want to come to his funeral this afternoon.",present,newyork
1356,9,Wolfshiem,Nick,['Nick'],I’d like to come.,present,newyork
1357,9,Nick,Wolfshiem,['Wolfshiem'],"Well, come then.",present,newyork
1358,9,Wolfshiem,Nick,['Nick'],"I can’t do it—I can’t get mixed up in it,",present,newyork
1359,9,Nick,Wolfshiem,['Wolfshiem'],There’s nothing to get mixed up in. It’s all over now.,present,newyork
1360,9,Wolfshiem,Nick,['Nick'],"When a man gets killed I never like to get mixed up in it in any way. I keep out. When I was a young man it was different—if a friend of mine died, no matter how, I stuck with them to the end. You may think that’s sentimental, but I mean it—to the bitter end.",present,newyork
1361,9,Wolfshiem,Nick,['Nick'],Are you a college man?,present,newyork
1362,9,Wolfshiem,Nick,['Nick'],"Let us learn to show our friendship for a man when he is alive and not after he is dead,",present,newyork
1363,9,Wolfshiem,Nick,['Nick'],After that my own rule is to let everything alone.,present,newyork
1364,9,Henry,Nick,['Nick'],Jimmy sent me this picture.,present,ghouse
1365,9,Henry,Nick,['Nick'],Look there.,present,ghouse
1366,9,Henry,Nick,['Nick'],Look there!,present,ghouse
1367,9,Henry,Nick,['Nick'],Jimmy sent it to me. I think it’s a very pretty picture. It shows up well.,present,ghouse
1368,9,Nick,Henry,['Henry'],Very well. Had you seen him lately?,present,ghouse
1369,9,Henry,Nick,['Nick'],"He come out to see me two years ago and bought me the house I live in now. Of course we was broke up when he run off from home, but I see now there was a reason for it. He knew he had a big future in front of him. And ever since he made a success he was very generous with me.",present,ghouse
1370,9,Henry,Nick,['Nick'],"Look here, this is a book he had when he was a boy. It just shows you.",present,ghouse
1371,9,Henry,Nick,['Nick'],"I came across this book by accident,",present,ghouse
1372,9,Henry,Nick,['Nick'],"It just shows you, don’t it?",present,ghouse
1373,9,Henry,Nick,['Nick'],It just shows you.,present,ghouse
1374,9,Henry,Nick,['Nick'],"Jimmy was bound to get ahead. He always had some resolves like this or something. Do you notice what he’s got about improving his mind? He was always great for that. He told me I et like a hog once, and I beat him for it.",present,ghouse
1375,9,someone,owlman,['owlman'],"Blessed are the dead that the rain falls on,",present,grave
1376,9,owlman,none,['all'],"Amen to that,",present,grave
1377,9,owlman,Nick,['Nick'],"I couldn’t get to the house,",present,grave
1378,9,Nick,owlman,['owlman'],Neither could anybody else.,present,grave
1379,9,owlman,Nick,['Nick'],Go on!,present,grave
1380,9,owlman,Nick,['Nick'],"Why, my God! they used to go there by the hundreds.",present,grave
1381,9,owlman,Nick,['Nick'],"The poor son-of-a-bitch,",present,grave
1382,9,Jordan,Nick,['Nick'],"Nevertheless you did throw me over,",present,city
1383,9,Jordan,Nick,['Nick'],"You threw me over on the telephone. I don’t give a damn about you now, but it was a new experience for me, and I felt a little dizzy for a while.",present,city
1384,9,Jordan,Nick,['Nick'],"Oh, and do you remember",present,city
1385,9,Jordan,Nick,['Nick'],a conversation we had once about driving a car?,present,city
1386,9,Nick,Jordan,['Jordan'],Why—not exactly.,present,city
1387,9,Jordan,Nick,['Nick'],"You said a bad driver was only safe until she met another bad driver? Well, I met another bad driver, didn’t I? I mean it was careless of me to make such a wrong guess. I thought you were rather an honest, straightforward person. I thought it was your secret pride.",present,city
1388,9,Nick,Jordan,['Jordan'],"I’m thirty,",present,city
1389,9,Nick,Jordan,['Jordan'],I’m five years too old to lie to myself and call it honour.,present,city
1390,9,Tom,Nick,['Nick'],"What’s the matter, Nick? Do you object to shaking hands with me?",present,road
1391,9,Nick,Tom,['Tom'],Yes. You know what I think of you.,present,road
1392,9,Tom,Nick,['Nick'],"You’re crazy, Nick,",present,road
1393,9,Tom,Nick,['Nick'],Crazy as hell. I don’t know what’s the matter with you.,present,road
1394,9,Nick,Tom,['Tom'],"Tom,",present,road
1395,9,Nick,Tom,['Tom'],what did you say to Wilson that afternoon?,present,road
1396,9,Tom,Nick,['Nick'],"I told him the truth,",present,road
1397,9,Tom,Nick,['Nick'],"He came to the door while we were getting ready to leave, and when I sent down word that we weren’t in he tried to force his way upstairs. He was crazy enough to kill me if I hadn’t told him who owned the car. His hand was on a revolver in his pocket every minute he was in the house—",present,road
1398,9,Tom,Nick,['Nick'],"What if I did tell him? That fellow had it coming to him. He threw dust into your eyes just like he did in Daisy’s, but he was a tough one. He ran over Myrtle like you’d run over a dog and never even stopped his car.",present,road
1399,9,Tom,Nick,['Nick'],"And if you think I didn’t have my share of suffering—look here, when I went to give up that flat and saw that damn box of dog biscuits sitting there on the sideboard, I sat down and cried like a baby. By God it was awful—",present,road
